Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
DIS;261356;USD;2018;FY;2018-09-30;2018-10-21;2020-11-25;1499000000;1507000000;13066000000;3011000000;-422000000;-1360000000;;;;;14295000000;-4465000000;;-1581000000;-5336000000;-2515000000;-2583000000;-3367000000;-8843000000;91000000
DIS;261356;USD;2019;FY;2019-09-30;2019-11-20;2021-11-24;1656000000;1666000000;10897000000;4167000000;-3172000000;-5908000000;;;;;5984000000;-4876000000;;-9901000000;-15096000000;-2895000000;3677000000;318000000;-464000000;1300000000
DIS;261356;USD;2020;FY;2020-09-30;2020-11-25;2022-11-29;1808000000;1808000000;-2442000000;5345000000;4961000000;-76000000;;;;;7788000000;-4022000000;;;-4022000000;-1587000000;11233000000;305000000;8480000000;12499000000
DIS;261356;USD;2021;FY;2021-09-30;2021-11-24;2023-11-21;1816000000;1828000000;2536000000;5111000000;26000000;-2107000000;;;;;5566000000;-3578000000;337000000;;-3171000000;;-3699000000;435000000;-4385000000;-1951000000
DIS;261356;USD;2022;FY;2022-09-30;2022-11-29;2023-11-21;1827000000;1827000000;3553000000;5163000000;3069000000;-5783000000;;;;;6002000000;-4943000000;52000000;;-5008000000;;-4017000000;127000000;-4729000000;-4342000000
DISH;741324;USD;2018;FY;2018-12-31;2019-02-13;2021-02-22;467350000;525832000;1655491000;712024000;403579000;-253253000;;;;;2517841000;-393938000;-673680000;;-1975273000;;-1151256000;19981000;-1134545000;-591977000
DISH;741324;USD;2019;FY;2019-12-31;2020-02-19;2022-02-24;479657000;537964000;1492569000;630577000;333176000;206079000;;;;;2662401000;-581081000;770108000;;-717836000;;-1358920000;36435000;-328169000;1616396000
DISH;741324;USD;2020;FY;2020-12-31;2021-02-22;2023-02-23;524761000;584360000;1873936000;714552000;1375724000;-652436000;;;;;3311776000;-413302000;42149000;;-3861572000;;1799464000;27414000;1499470000;949674000
DISH;741324;USD;2021;FY;2021-12-31;2022-02-24;2024-03-29;528229000;636440000;2455946000;724852000;737890000;112563000;;;;;4031251000;-1185642000;-2617690000;;-4410413000;;4660124000;58303000;4659428000;4280266000
DISH;741324;USD;2022;FY;2022-12-31;2023-02-23;2024-03-29;530114000;637290000;2372907000;717073000;-24791000;26911000;;;;;3092100000;-2727302000;2124910000;;-8787039000;;-139938000;18132000;-191340000;-5886279000
DIT;1079780;USD;2018;FY;2018-09-30;2018-11-08;2019-11-08;660925;672449;3614610;2318146;2717185;-2754485;;;;;5895456;-3220307;;;-3220307;-702491;5849571;-7723450;-2677570;-2421
DIT;1079780;USD;2019;FY;2019-09-30;2019-11-08;2020-11-09;597961;609836;3202943;2617591;4220858;-21495049;;;;;-11453657;-4381080;;;-4381080;-636576;23851811;-7507103;15651797;-182940
DIT;1079780;USD;2020;FY;2020-09-30;2020-11-09;2021-11-08;561166;567961;5542590;3116449;1131979;5412030;;;;;15203048;-3312973;;;-13312973;-594653;1062221;-2003944;-1566584;323491
DIT;1079780;USD;2021;FY;2021-09-30;2021-11-08;2022-11-23;550551;568103;15545265;3093017;252405;2044953;;;;;20935640;-1470154;;;-1470154;-3355301;-15830994;-5738;-19607090;-141604
DIT;1079780;USD;2022;FY;2022-09-30;2022-11-23;2023-11-08;567697;583062;16672257;3643840;2455667;118312;;;;;22890076;-14539799;;7958;-14356841;-3440202;-3336319;173590;-8621250;-88015
DJCO;1076497;USD;2022;FY;2022-09-30;2022-09-18;2023-12-28;1379655;1379655;-75624000;379000;78059000;-8075000;;;;;-5261000;345000;-37108000;;-36763000;;42853000;;42853000;829000
DK;823947;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;82797110;86768401;374900000;199400000;3299999;12800000;;;;;560299999;-310900000;;166300000;-125300000;-80100000;200800000;-365300000;-297600000;137399999
DK;823947;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;75853187;76574091;336200000;194300000;66599999;-21900000;;;;;575199999;-416700000;;-8000000;-691299999;-86800000;259200000;-178100000;-7899999;-123999999
DK;823947;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;73598389;73598389;-573800000;267600000;135700000;-112400000;;;;;-282900000;-232100000;;;-191300000;-69100000;444400000;-4000000;306400000;-167800000
DK;823947;USD;2021;FY;2021-12-31;2022-02-25;2024-02-28;74074446;74492176;-95300000;264600000;54300000;147800000;;;;;371400000;-211300000;;;-178400000;;-93500000;2100000;-124000000;69000000
DK;823947;USD;2022;FY;2022-12-31;2023-03-01;2024-02-28;70789458;71516361;290500000;287000000;144700000;-296900000;;;;;425300000;-315800000;;-625600000;-931600000;-42800000;1399900000;-174100000;491100000;-15200000
DKL;11795024;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;24390286;24396881;90182000;25990000;9871000;26915000;;;;;152958000;-156648000;;-72380000;-228039000;-97836000;276826000;;74928000;-153000
DKL;11795024;USD;2019;FY;2019-12-31;2020-02-28;2022-09-23;24413294;24418641;96749000;26701000;6378000;571000;;;;;130399000;-8926000;;;-147416000;-113668000;131708000;;18040000;1023000
DKL;11795024;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;33594284;33597418;159256000;35731000;17806000;-19777000;;;;;193016000;-13177000;;-100527000;-123138000;-136832000;113210000;;-71180000;-1302000
DKNG;1085359;USD;2019;FY;2019-12-31;2020-02-26;2022-02-18;40000000;40000000;-142734000;13636000;18281000;64239000;;;;;-46578000;-16703000;;-10752000;-42271000;;71087000;7824000;78189000;-10660000
DKNG;1085359;USD;2020;FY;2020-12-31;2021-02-26;2022-02-18;355900000;355900000;-1231835000;77410000;714004000;246264000;;;;;-194157000;-11752000;;-185475000;-227341000;;34327000;;15571000;-405927000
DKNG;1085359;USD;2021;FY;2021-12-31;2022-02-18;2022-02-18;403844000;403844000;-1523195000;121138000;625799000;356750000;;;;;-419508000;-15925000;-25000000;-100779000;-195022000;;1248025000;;1248025000;633495000
DKS;179423;USD;2018;FY;2019-01-31;2019-03-29;2021-03-24;97743000;98781000;319864000;307327000;-25880000;111444000;;;;;712755000;-198219000;;;-198219000;-89273000;-84041000;-323352000;-502094000;12400000
DKS;179423;USD;2019;FY;2020-01-31;2020-03-20;2022-03-23;87502000;89066000;297462000;335746000;36850000;-265446000;;;;;404612000;-168358000;;40387000;-129271000;-98312000;184797000;-396675000;-319660000;-44319000
DKS;179423;USD;2020;FY;2021-01-31;2021-03-24;2023-03-23;84258000;92639000;530251000;326014000;25508000;670996000;;;;;1552769000;-224027000;;;-224164000;-107404000;351451000;37623000;260057000;1588733000
DKS;179423;USD;2021;FY;2022-01-31;2022-03-23;2024-03-28;83183000;109578000;1519871000;322551000;100045000;-325595000;;;;;1616872000;-298590000;;;-343979000;-602964000;1481392000;-1118285000;-287722000;985138000
DKS;179423;USD;2022;FY;2023-01-31;2023-03-23;2024-03-28;77672000;99274000;1043138000;365475000;93259000;-579991000;;;;;921881000;-349814000;;;-392894000;-163081000;-605844000;-434775000;-1247636000;-718819000
DLB;357388;USD;2018;FY;2018-09-30;2018-11-15;2020-11-16;103377000;106978000;42305000;81283000;144764000;83850000;;;;;352202000;-72814000;186295000;-22852000;78086000;-66155000;;-44308000;-133629000;290882000
DLB;357388;USD;2019;FY;2019-09-30;2019-11-25;2021-11-17;101629000;104572000;255505000;85123000;48222000;-61176000;;;;;327674000;-113536000;72226000;-14919000;-56229000;-77496000;;-283239000;-385281000;-119657000
DLB;357388;USD;2020;FY;2020-09-30;2020-11-16;2022-11-18;100564000;102944000;231619000;90878000;121769000;-100417000;;;;;343849000;-68987000;203361000;;134374000;-88581000;;-91084000;-207775000;274386000
DLB;357388;USD;2021;FY;2021-09-30;2021-11-17;2023-11-17;101227000;104369000;317823000;95860000;58708000;-24638000;;;;;447753000;-38089000;-2316000;-4500000;-44905000;-89172000;;-123776000;-252515000;153053000
DLB;357388;USD;2022;FY;2022-09-30;2022-11-18;2023-11-17;99990000;101983000;183898000;88461000;102471000;-56254000;;;;;318576000;-59456000;-198308000;-38171000;-295935000;-100067000;;-472638000;-610558000;-604661000
DLHC;10656686;USD;2018;FY;2018-09-30;2018-12-12;2019-12-11;11881000;12873000;1836000;2242000;7152000;2847000;;;;;14077000;-654000;;;-654000;;-11979000;46000;-11998000;1425000
DLHC;10656686;USD;2019;FY;2019-09-30;2019-12-11;2020-12-07;12018000;13041000;5324000;3956000;3564000;5195000;;;;;18039000;-405000;;-67079000;-67484000;;48292000;39000;44880000;-4565000
DLHC;10656686;USD;2020;FY;2020-09-30;2020-12-07;2021-12-06;12282000;13105000;7114000;7003000;3818000;1516000;;;;;19451000;-152000;;-32678000;-32830000;;14000000;-156000;12946000;-433000
DLHC;10656686;USD;2021;FY;2021-09-30;2021-12-06;2022-12-05;12549000;13597000;10145000;8115000;3665000;23740000;;;;;45665000;-103000;;59000;-44000;;-23250000;366000;-22927000;22694000
DLHC;10656686;USD;2022;FY;2022-09-30;2022-12-05;2023-12-06;12830000;14179000;23288000;7665000;3630000;-33340000;;;;;1243000;-872000;;;-872000;;-24750000;837000;-24194000;-23823000
DLPH;928642;USD;2018;FY;2018-12-31;2019-02-21;2019-02-21;88680000;88890000;380000000;197000000;-141000000;-17000000;;;;;419000000;-260000000;;;-276000000;-12000000;-21000000;;-108000000;19000000
DLPH;928642;USD;2019;FY;2019-12-31;2020-02-13;2020-02-13;87290000;87420000;33000000;207000000;48000000;4000000;;;;;292000000;-359000000;;;-361000000;-11000000;-40000000;;-98000000;-169000000
DLR;286372;USD;2018;FY;2018-12-31;2019-02-25;2021-03-01;206035408;206673471;341115000;770275000;404441000;-130507000;;;;;1385324000;;286204000;-1975215000;-3035993000;-81316000;2662653000;2013000;1757269000;122041000
DLR;286372;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;208325823;209481231;599221000;1163774000;-218676000;-30502000;;;;;1513817000;;;-75704000;-274992000;-996766000;-458449000;535620000;-1272021000;-33196000
DLR;286372;USD;2020;FY;2020-12-31;2021-03-01;2023-02-27;260098978;262522508;362730000;1366379000;-34035000;11467000;;;;;1706541000;564615000;;-1052890000;-2599347000;-1239318000;806307000;1879957000;935689000;42883000
DLR;286372;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;283105966;283799538;1747412000;1486632000;-1205152000;-326664000;;;;;1702228000;1691072000;;-251465000;-1061721000;-1580448000;743867000;;-590630000;49877000
DLR;286372;USD;2022;FY;2022-12-31;2023-02-27;2024-02-23;283105966;283799538;380325000;1577933000;-68532000;-230338000;;;;;1659388000;271567000;;-2229605000;-4699403000;-1450637000;3444631000;;2969149000;-70866000
DLTH;50213;USD;2018;FY;2018-12-31;2019-04-19;2019-04-19;32281000;32281000;23165000;12594000;9829000;-14493000;;;;;31095000;-53036000;-410000;;-53735000;;16126000;;18642000;-3998000
DLTH;50213;USD;2019;FY;2019-12-31;2020-03-20;2021-03-26;32309000;32371000;18499000;22083000;-504000;-31731000;;;;;8347000;-30789000;117000;;-30687000;;21403000;;21495000;-845000
DLTH;50213;USD;2020;FY;2021-01-31;2021-03-26;2022-03-25;32447000;32580000;13380000;28520000;-2391000;11242000;;;;;50751000;-11743000;131000;;-12132000;;6477000;;6362000;44981000
DLTH;50213;USD;2021;FY;2022-01-31;2022-03-25;2023-03-17;32649000;32761000;29550000;29225000;-7588000;40794000;;;;;91981000;-10297000;147000;;-10150000;;-51432000;;-51364000;30467000
DLTH;50213;USD;2022;FY;2023-01-31;2023-03-17;2024-03-22;32618000;32851000;2246000;30810000;-3421000;-31031000;;;;;-1396000;-27037000;164000;;-26873000;;-3393000;;-3234000;-31503000
DLTR;378128;USD;2018;FY;2019-01-31;2019-03-27;2021-03-16;237900000;238700000;-1590800000;621100000;2957700000;-222000000;-21100000;-369200000;242600000;-74300000;1766000000;-816700000;;;-816700000;;-1438900000;17500000;-1599900000;-651100000
DLTR;378128;USD;2019;FY;2020-01-31;2020-03-20;2022-03-15;237200000;238300000;827000000;645400000;414900000;-17500001;-8400000;13600000;-79800000;57099999;1869799999;-1020200000;;;-1020200000;;-500000000;15200000;-709800000;139299999
DLTR;378128;USD;2020;FY;2021-01-31;2021-03-16;2023-03-10;236400000;237300000;1341900000;686600000;137600000;550200000;;;;;2716300000;-889700000;;;-889700000;;-550000000;17000000;-949900000;877600000
DLTR;378128;USD;2021;FY;2022-01-31;2022-03-15;2024-03-20;228600000;229500000;1327900000;716000000;120600000;-733000000;;;;;1431500000;-1019900000;;;-1019900000;;197400000;-932200000;-836500000;-425300000
DLTR;378128;USD;2022;FY;2023-01-31;2023-03-10;2024-03-20;228600000;229500000;1615400000;767900000;297100000;-1065600000;;;;;1614800000;-1253800000;;;-1253800000;;0;-638200000;-686800000;-327000000
DLX;639822;USD;2018;FY;2018-12-31;2019-02-26;2021-02-19;46842000;46991000;149630000;131100000;118671000;-60086000;;;;;339315000;-62238000;0;-191903000;-253059000;-56669000;178792000;-192477000;-62180000;16440000
DLX;639822;USD;2019;FY;2019-12-31;2020-02-21;2022-02-28;43029000;43029000;-223779000;126036000;456126000;-71730000;;;;;286653000;-66595000;0;-8251000;-72397000;-51742000;-26500000;-115349000;-190148000;29552000
DLX;639822;USD;2020;FY;2020-12-31;2021-02-19;2023-02-24;41931000;42142000;5335000;110792000;193972000;-92546000;;;;;217553000;-73720000;-3918000;9713000;-56093000;-50746000;-43500000;-10253000;-110555000;54598000
DLX;639822;USD;2021;FY;2021-12-31;2022-02-28;2024-02-22;42700000;43100000;62772000;148767000;113700000;-114418000;;;;;210821000;-106492000;;-958514000;-1066601000;-51654000;854974000;16843000;912961000;56082000
DLX;639822;USD;2022;FY;2022-12-31;2023-02-24;2024-02-22;42700000;43100000;65530000;172552000;62094000;-108645000;;;;;191531000;-79350000;;;-80325000;-52647000;-40613000;3112000;-48601000;51924000
DM;1306306;USD;2018;FY;2018-12-31;2019-03-27;2020-03-26;6714541;6714541;-43693;;;-3578;;;;;-47271;;;;;;324000;;166407;119136
DM;1306306;USD;2019;FY;2019-12-31;2020-03-26;2021-03-15;150002000;150002000;-103596000;8087000;3912000;-5605000;;;;;-97202000;-6867000;-18748000;-96000;-26032000;;159644000;708000;160352000;37118000
DM;1306306;USD;2020;FY;2020-12-31;2021-03-15;2023-03-01;157906000;157906000;-34015000;8589000;-46950000;-8199000;;;;;-80575000;-1429000;-30270000;-5284000;-36983000;;0;325000;534922000;417364000
DM;1306306;USD;2021;FY;2021-12-31;2022-03-15;2024-03-15;260555655;260555655;-240334000;24854000;97028000;-35955000;;;;;-154407000;-7639000;-111144000;-287624000;-427935000;;-10000000;177091000;166550000;-415792000
DM;1306306;USD;2022;FY;2022-12-31;2023-03-01;2024-03-15;314817000;314817000;-740343000;50767000;552730000;-40342000;;;;;-177188000;-11556000;92901000;-23000;77224000;;114458000;3190000;113786000;13822000
DMAC;15287366;USD;2018;FY;2018-12-31;2019-03-19;2020-03-23;18766656;;-5734000;15000;659000;-636000;;;;;-5696000;-50000;;;-50000;;;21216000;21216000;15470000
DMAC;15287366;USD;2019;FY;2019-12-31;2020-03-23;2021-03-10;18766656;;-10649000;21000;1139000;387000;;;;;-9102000;11000;-3919000;;-3908000;;-5000;75000;70000;-12940000
DMAC;15287366;USD;2020;FY;2020-12-31;2021-03-10;2022-03-14;18766656;;-12292000;21000;1891000;1195000;;;;;-9185000;-31000;-16103000;;-16134000;;-5000;28850000;28845000;3526000
DMAC;15287366;USD;2021;FY;2021-12-31;2022-03-14;2023-03-28;20773399;20773399;-13592000;24000;1777000;-461000;;;;;-12252000;-20000;-20517000;;-20537000;;-6000;30093000;30087000;-2702000
DMAC;15287366;USD;2022;FY;2022-12-31;2023-03-28;2024-03-19;26443067;26443067;-13676000;25000;1555000;585000;;;;;-11511000;-81000;11619000;;11538000;;-6000;;-6000;21000
DMLP;1016069;USD;2019;FY;2019-12-31;2020-02-27;2021-02-25;34126000;34126000;52765000;13301000;-33000;76000;;;;;66109000;439000;;1406000;1845000;-70900000;;;-70900000;-2946000
DMLP;1016069;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;34680000;34680000;21867000;11909000;4208000;1422000;;;;;39406000;6126000;;;6126000;;;;-49639000;-4107000
DMLP;1016069;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;35052000;35052000;70174000;10464000;224000;-10557000;;;;;70305000;262000;;2319000;2581000;;;;-55812000;17074000
DMLP;1016069;USD;2022;FY;2022-12-31;2023-02-23;2024-02-22;37624000;37624000;130607000;19083000;209000;-2847000;;;;;147052000;;;2089000;2089000;;;;-136693000;12448000
DMRC;110139;USD;2018;FY;2018-12-31;2019-02-22;2019-02-22;11360000;11360000;-32506000;2143000;7298000;1855000;;;;;-21210000;-2039000;10537000;;8498000;;;-833000;-833000;-13545000
DMRC;110139;USD;2019;FY;2019-12-31;2020-02-27;2021-02-26;11762000;11762000;-32840000;1449000;10129000;-440000;;;;;-21702000;-1055000;-9936000;;-11650000;;;17287000;17287000;-16065000
DMRC;110139;USD;2020;FY;2020-12-31;2021-02-26;2022-03-07;12906000;12906000;-32537000;1531000;10560000;508000;;;;;-19938000;-1020000;-32632000;;-34264000;;5032000;57653000;62685000;8483000
DMRC;110139;USD;2021;FY;2021-12-31;2022-03-07;2023-03-02;16430000;16430000;-34759000;1370000;8725000;-1452000;;;;;-26116000;-966000;29553000;;25981000;;;-5772000;-5772000;-5907000
DMRC;110139;USD;2022;FY;2022-12-31;2023-03-02;2024-02-29;19140000;19140000;-59798000;6875000;13997000;-5482000;;;;;-44408000;-1467000;8736000;-3512000;3757000;;-35000;60534000;60499000;19809000
DMTK;1253392;USD;2018;FY;2018-12-31;2019-03-31;2020-03-11;4410789;4410789;-10004000;76000;2226000;97000;;;;;-7605000;-12000;;;-12000;;6800000;4543000;11128000;3511000
DMTK;1253392;USD;2019;FY;2019-12-31;2020-03-11;2022-03-10;5331876;5331876;-20130000;89000;1231000;1019000;;;;;-17791000;-210000;;;-210000;;2084000;24736000;28622000;10621000
DMTK;1253392;USD;2020;FY;2020-12-31;2021-03-05;2022-03-10;16069989;16069989;-36477000;486000;6189000;1118000;;;;;-28684000;-1834000;-39506000;;-41340000;;-9000;80347000;78898000;8874000
DMTK;1253392;USD;2021;FY;2021-12-31;2022-03-10;2023-03-02;29639802;29639802;-78335000;997000;16427000;-1195000;;;;;-62106000;-2720000;-9792000;;-12512000;;-171000;230448000;230277000;155659000
DMTK;1253392;USD;2022;FY;2022-12-31;2023-03-02;2024-02-29;30038959;30038959;-116683000;1634000;22345000;-2556000;;;;;-95260000;-3305000;-1014000;;-4319000;;-137000;1054000;917000;-98662000
DMYS;11818408;USD;2022;FY;2022-12-31;2023-03-03;2023-03-24;30187500;30187500;22196781;;-26783885;3646624;;;;;-940480;;;;;;295000;;295000;-645480
DNAY;1253399;USD;2020;FY;2020-12-31;2021-03-23;2022-03-23;5000442;5000442;-18010000;866000;849000;914000;;;;;-15381000;-204000;;;-204000;;;11000;-96000;-15681000
DNAY;1253399;USD;2021;FY;2021-12-31;2022-03-23;2023-03-22;21316634;21316634;-38958000;908000;4389000;-3037000;;;;;-36698000;-1854000;;-13186000;-15040000;;9872000;112657000;121081000;69343000
DNAY;1253399;USD;2022;FY;2022-12-31;2023-03-22;2024-03-29;29463361;29463361;-48471000;1671000;6298000;1787000;;;;;-38715000;-4468000;;;-18007000;;4682000;580000;4510000;-52212000
DNB;125293;USD;2019;FY;2019-12-31;2020-02-25;2022-02-24;314500000;314500000;-553700000;487100000;46300000;-50200000;;;;;-70500000;-69800000;;-6078000000;-6156700000;-96100000;6544100000;;6321700000;84400000
DNB;125293;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;367100000;367100000;-111600000;537800000;94300000;-315000000;;;;;205500000;-123000000;;-20600000;-133800000;-64100000;-917300000;2248200000;188600000;267900000
DNB;125293;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;428600000;428700000;-65900000;615900000;23000000;-69300000;;;;;503700000;-257000000;;-844800000;-1078700000;;412400000;;400100000;-175200000
DNB;125293;USD;2022;FY;2022-12-31;2023-02-23;2024-02-22;429100000;429100000;4100000;587200000;-39600000;-14600000;;;;;537100000;-217900000;;-500000;-210500000;-42900000;-192600000;;-281100000;31300000
DNKN;101599;USD;2018;FY;2018-12-31;2019-02-27;2019-02-27;83697610;84960791;229906000;45031000;304000;-6286000;;;;;268955000;-51855000;;;-51835000;-114828000;-31600000;-585037000;-732360000;-515778000
DNKN;101599;USD;2019;FY;2019-12-31;2020-02-24;2020-02-24;82809017;83674613;242024000;42378000;14836000;-1504000;;;;;297734000;-36762000;;;-35492000;-124089000;-7025000;1014000;-152648000;109656000
DNLI;6481079;USD;2018;FY;2018-12-31;2019-03-12;2021-02-26;92621991;92621991;-36240000;7415000;16050000;62891000;;;;;50116000;-3393000;-284029000;;-287422000;;;94406000;97019000;-140287000
DNLI;6481079;USD;2019;FY;2019-12-31;2020-02-27;2022-02-28;95608208;95608208;-197614000;7991000;35125000;2922000;;;;;-151576000;-17919000;165631000;;147712000;;;;6190000;2326000
